Accuracy,Loss,Classification_Loss,Robustness_Loss,Concept_Loss,Step
0.14499999582767487,3.1163156032562256,2.3004648685455322,4.434026718139648,0.3724478781223297,1
0.14499999582767487,2.5503976345062256,2.289306163787842,1.1178297996520996,0.14930850267410278,101
0.17499999701976776,2.4538838863372803,2.2842719554901123,0.7361063361167908,0.09600140899419785,201
0.20499999821186066,2.417422294616699,2.273320436477661,0.556341290473938,0.08846788853406906,271
0.1599999964237213,2.4107704162597656,2.2904202938079834,0.41115763783454895,0.07923442125320435,371
0.3499999940395355,2.388395309448242,2.2449047565460205,0.6504881978034973,0.07844171673059464,471
0.36000001430511475,2.3663675785064697,2.189075231552124,1.0166351795196533,0.07562877982854843,541
0.44999998807907104,2.326070547103882,2.0771267414093018,1.7122973203659058,0.07771392911672592,641
0.45500001311302185,2.2835943698883057,1.9805073738098145,2.2787153720855713,0.0752156525850296,741
0.5649999976158142,2.267456531524658,1.9323241710662842,2.6017467975616455,0.07495752722024918,811
0.5299999713897705,2.2591540813446045,1.9052026271820068,2.8319485187530518,0.0707567036151886,911
0.5950000286102295,2.208379030227661,1.8448684215545654,2.92691707611084,0.07081892341375351,1011
0.5899999737739563,2.2156403064727783,1.8401352167129517,3.0441577434539795,0.0710892453789711,1081
0.5899999737739563,2.174813985824585,1.8065712451934814,2.9975743293762207,0.06848516315221786,1181
0.5649999976158142,2.199404239654541,1.8373953104019165,2.9786834716796875,0.06414066255092621,1281
0.6299999952316284,2.151209592819214,1.7591629028320312,3.274156332015991,0.0646309182047844,1351
0.625,2.1599817276000977,1.765166163444519,3.2974233627319336,0.06507318466901779,1451
0.6000000238418579,2.1594760417938232,1.7433677911758423,3.5185062885284424,0.06425768882036209,1551
0.6549999713897705,2.1681413650512695,1.770131230354309,3.343289852142334,0.06368110328912735,1621
0.6650000214576721,2.14198637008667,1.7241395711898804,3.5663809776306152,0.061208683997392654,1721
0.6100000143051147,2.1629478931427,1.739454746246338,3.620072364807129,0.061485957354307175,1821
0.7049999833106995,2.1225924491882324,1.7082639932632446,3.537799596786499,0.06054863706231117,1891
0.6700000166893005,2.1598904132843018,1.7533154487609863,3.491748571395874,0.05740001052618027,1991
0.699999988079071,2.1249282360076904,1.687821388244629,3.750140428543091,0.062092676758766174,2091
0.6850000023841858,2.1891016960144043,1.7489181756973267,3.8291754722595215,0.05726609751582146,2161
0.6700000166893005,2.138981819152832,1.7162954807281494,3.624974250793457,0.06018908694386482,2261
0.6549999713897705,2.160853385925293,1.7128784656524658,3.8964638710021973,0.058328598737716675,2361
0.699999988079071,2.1449034214019775,1.7065390348434448,3.796008348464966,0.05876355990767479,2431
0.6100000143051147,2.1431310176849365,1.7194710969924927,3.6570675373077393,0.057953204959630966,2531
0.7099999785423279,2.111708164215088,1.655192255973816,3.9973607063293457,0.05677981674671173,2631
0.14499999582767487,3.1163156032562256,2.3004648685455322,4.434026718139648,0.3724478781223297,1
0.14499999582767487,2.5503976345062256,2.289306163787842,1.1178297996520996,0.14930850267410278,101
0.17499999701976776,2.4538838863372803,2.2842719554901123,0.7361063361167908,0.09600140899419785,201
0.20499999821186066,2.417422294616699,2.273320436477661,0.556341290473938,0.08846788853406906,271
0.1599999964237213,2.4107704162597656,2.2904202938079834,0.41115763783454895,0.07923442125320435,371
0.3499999940395355,2.388395309448242,2.2449047565460205,0.6504881978034973,0.07844171673059464,471
0.36000001430511475,2.3663675785064697,2.189075231552124,1.0166351795196533,0.07562877982854843,541
0.44999998807907104,2.326070547103882,2.0771267414093018,1.7122973203659058,0.07771392911672592,641
0.45500001311302185,2.2835943698883057,1.9805073738098145,2.2787153720855713,0.0752156525850296,741
0.5649999976158142,2.267456531524658,1.9323241710662842,2.6017467975616455,0.07495752722024918,811
0.5299999713897705,2.2591540813446045,1.9052026271820068,2.8319485187530518,0.0707567036151886,911
0.5950000286102295,2.208379030227661,1.8448684215545654,2.92691707611084,0.07081892341375351,1011
0.5899999737739563,2.2156403064727783,1.8401352167129517,3.0441577434539795,0.0710892453789711,1081
0.5899999737739563,2.174813985824585,1.8065712451934814,2.9975743293762207,0.06848516315221786,1181
0.5649999976158142,2.199404239654541,1.8373953104019165,2.9786834716796875,0.06414066255092621,1281
0.6299999952316284,2.151209592819214,1.7591629028320312,3.274156332015991,0.0646309182047844,1351
0.625,2.1599817276000977,1.765166163444519,3.2974233627319336,0.06507318466901779,1451
0.6000000238418579,2.1594760417938232,1.7433677911758423,3.5185062885284424,0.06425768882036209,1551
0.6549999713897705,2.1681413650512695,1.770131230354309,3.343289852142334,0.06368110328912735,1621
0.6650000214576721,2.14198637008667,1.7241395711898804,3.5663809776306152,0.061208683997392654,1721
